,title,text
40,Home Burial,"He saw her from the bottom of the stairs
Before she saw him. She was starting down,
Looking back over her shoulder at some fear.
She took a doubtful step and then undid it
To raise herself and look again. He spoke
Advancing toward her: ""What is it you see
From up there always? -- for I want to know.""
She turned and sank upon her skirts at that,
And her face changed from terrified to dull.
He said to gain time: ""What is it you see?""
Mounting until she cowered under him.
""I will find out now -- you must tell me, dear.""
She, in her place, refused him any help,
With the least stiffening of her neck and silence.
She let him look, sure that he wouldn't see,
Blind creature; and a while he didn't see.
But at last he murmured, ""Oh"" and again, ""Oh.""

""What is it -- what?"" she said.

""Just that I see.""

""You don't,"" she challenged. ""Tell me what it is.""

""The wonder is I didn't see at once.
I never noticed it from here before.
I must be wonted to it -- that's the reason.
The little graveyard where my people are!
So small the window frames the whole of it.
Not so much larger than a bedroom, is it?
There are three stones of slate and one of marble,
Broad-shouldered little slabs there in the sunlight
On the sidehill. We haven't to mind those.
But I understand: it is not the stones,
But the child's mound ----""

""Don't, don't, don't,
don't,"" she cried.

She withdrew, shrinking from beneath his arm
That rested on the banister, and slid downstairs;
And turned on him with such a daunting look,
He said twice over before he knew himself:
""Can't a man speak of his own child he's lost?""

""Not you! -- Oh, where's my hat? Oh, I don't need it!
I must get out of here. I must get air.--
I don't know rightly whether any man can.""

""Amy! Don't go to someone else this time.
Listen to me. I won't come down the stairs.""
He sat and fixed his chin between his fists.
""There's something I should like to ask you, dear.""

""You don't know how to ask it.""
""Help me, then.""

Her fingers moved the latch for all reply.

""My words are nearly always an offense.
I don't know how to speak of anything
So as to please you. But I might be taught,
I should suppose. I can't say I see how.
A man must partly give up being a man
With womenfolk. We could have some arrangement
By which I'd bind myself to keep hands off
Anything special you're a-mind to name.
Though I don't like such things 'twixt those that love.
Two that don't love can't live together without them.
But two that do can't live together with them.""
She moved the latch a little. ""Don't -- don't go.
Don't carry it to someone else this time.
Tell me about it if it's something human.
Let me into your grief. I'm not so much
Unlike other folks as your standing there
Apart would make me out. Give me my chance.
I do think, though, you overdo it a little.
What was it brought you up to think it the thing
To take your mother-loss of a first child
So inconsolably -- in the face of love.
You'd think his memory might be satisfied ----""

""There you go sneering now!""

    ""I'm not, I'm not!
You make me angry. I'll come down to you.
God, what a woman! And it's come to this,
A man can't speak of his own child that's dead.""

""You can't because you don't know how to speak.
If you had any feelings, you that dug
With your own hand -- how could you? -- his little grave;
I saw you from that very window there,
Making the gravel leap and leap in air,
Leap up, like that, like that, and land so lightly
And roll back down the mound beside the hole.
I thought, Who is that man? I didn't know you.
And I crept down the stairs and up the stairs
To look again, and still your spade kept lifting.
Then you came in. I heard your rumbling voice
Out in the kitchen, and I don't know why,
But I went near to see with my own eyes.
You could sit there with the stains on your shoes
Of the fresh earth from your own baby's grave
And talk about your everyday concerns.
You had stood the spade up against the wall
Outside there in the entry, for I saw it.""

""I shall laugh the worst laugh I ever laughed.
I'm cursed. God, if I don't believe I'm cursed.""

""I can repeat the very words you were saying:
'Three foggy mornings and one rainy day
Will rot the best birch fence a man can build.'
Think of it, talk like that at such a time!
What had how long it takes a birch to rot
To do with what was in the darkened parlour?
You couldn't care! The nearest friends can go
With anyone to death, comes so far short
They might as well not try to go at all.
No, from the time when one is sick to death,
One is alone, and he dies more alone.
Friends make pretense of following to the grave,
But before one is in it, their minds are turned
And making the best of their way back to life
And living people, and things they understand.
But the world's evil. I won't have grief so
If I can change it. Oh, I won't, I won't!""

""There, you have said it all and you feel better.
You won't go now. You're crying. Close the door.
The heart's gone out of it: why keep it up?
Amyl There's someone coming down the road!""

""You -- oh, you think the talk is all. I must go --
Somewhere out of this house. How can I make you ----""

""If -- you -- do!"" She was opening the door wider.
""Where do you mean to go? First tell me that.
I'll follow and bring you back by force. I will! --"""
41,Hyla Brook,"By June our brook's run out of song and speed.
Sought for much after that, it will be found
Either to have gone groping underground
(And taken with it all the Hyla breed
That shouted in the mist a month ago,
Like ghost of sleigh-bells in a ghost of snow)--
Or flourished and come up in jewel-weed,
Weak foliage that is blown upon and bent
Even against the way its waters went.
Its bed is left a faded paper sheet
Of dead leaves stuck together by the heat--
A brook to none but who remember long.
This as it will be seen is other far
Than with brooks taken otherwhere in song.
We love the things we love for what they are."
42,In a Disused Graveyard,"The living come with grassy tread
To read the gravestones on the hill;
The graveyard draws the living still,
But never anymore the dead.
The verses in it say and say:
""The ones who living come today
To read the stones and go away
Tomorrow dead will come to stay.""
So sure of death the marbles rhyme,
Yet can't help marking all the time
How no one dead will seem to come.
What is it men are shrinking from?
It would be easy to be clever
And tell the stones: Men hate to die
And have stopped dying now forever.
I think they would believe the lie."
43,In a Vale,"When I was young, we dwelt in a vale
   By a misty fen that rang all night,
   And thus it was the maidens pale
   I knew so well, whose garments trail
   Across the reeds to a window light.
   The fen had every kind of bloom,
   And for every kind there was a face,
   And a voice that has sounded in my room
   Across the sill from the outer gloom.
   Each came singly unto her place,
   But all came every night with the mist;
   And often they brought so much to say
   Of things of moment to which, they wist,
   One so lonely was fain to list,
   That the stars were almost faded away
   Before the last went, heavy with dew,
   Back to the place from which she came--
   Where the bird was before it flew,
   Where the flower was before it grew,
   Where bird and flower were one and the same.
   And thus it is I know so well
   Why the flower has odor, the bird has song.
   You have only to ask me, and I can tell.
   No, not vainly there did I dwell,
   Nor vainly listen all the night long."
44,In Equal Sacrifice,"Thus of old the Douglas did:
   He left his land as he was bid
   With the royal heart of Robert the Bruce
   In a golden case with a golden lid,
   To carry the same to the Holy Land;
   By which we see and understand
   That that was the place to carry a heart
   At loyalty and love's command,
   And that was the case to carry it in.
   The Douglas had not far to win
   Before he came to the land of Spain,
   Where long a holy war had been
   Against the too-victorious Moor;
   And there his courage could not endure
   Not to strike a blow for God
   Before he made his errand sure.
   And ever it was intended so,
   That a man for God should strike a blow,
   No matter the heart he has in charge
   For the Holy Land where hearts should go.
   But when in battle the foe were met,
   The Douglas found him sore beset,
   With only strength of the fighting arm
   For one more battle passage yet--
   And that as vain to save the day
   As bring his body safe away--
   Only a signal deed to do
   And a last sounding word to say.
   The heart he wore in a golden chain
   He swung and flung forth into the plain,
   And followed it crying 'Heart or death!'
   And fighting over it perished fain.
   So may another do of right,
   Give a heart to the hopeless fight,
   The more of right the more he loves;
   So may another redouble might
   For a few swift gleams of the angry brand,
   Scorning greatly not to demand
   In equal sacrifice with his
   The heart he bore to the Holy Land."
45,In Hardwood Groves,"The same leaves over and over again!
They fall from giving shade above
To make one texture of faded brown
And fit the earth like a leather glove.

Before the leaves can mount again
To fill the trees with another shade,
They must go down past things coming up.
They must go down into the dark decayed.

They must be pierced by flowers and put
Beneath the feet of dancing flowers.
However it is in some other world
I know that this is way in ours."
46,In Neglect,"They leave us so to the way we took,
As two in whom them were proved mistaken,
That we sit sometimes in the wayside nook,
With mischievous, vagrant, seraphic look,
And try if we cannot feel forsaken."
47,In White,"A dented spider like a snow drop white
On a white Heal-all, holding up a moth
Like a white piece of lifeless satin cloth -
Saw ever curious eye so strange a sight? -
Portent in little, assorted death and blight
Like the ingredients of a witches' broth? -
The beady spider, the flower like a froth,
And the moth carried like a paper kite.

What had that flower to do with being white,
The blue prunella every child's delight.
What brought the kindred spider to that height?
(Make we no thesis of the miller's plight.)
What but design of darkness and of night?
Design, design! Do I use the word aright?"
48,Into My Own,"One of my wishes is that those dark trees,
So old and firm they scarcely show the breeze,
Were not, as 'twere, the merest mask of gloom,
But stretched away unto the edge of doom.

I should not be withheld but that some day
into their vastness I should steal away,
Fearless of ever finding open land,
or highway where the slow wheel pours the sand.

I do not see why I should e'er turn back,
Or those should not set forth upon my track
To overtake me, who should miss me here
And long to know if still I held them dear.

They would not find me changed from him they knew--
Only more sure of all I though was true."
49,Iota Subscript,"Seek not in me the bit I capital,
Not yet the little dotted in me seek.
If I have in me any I at all,
'Tis the iota subscript  of the Greek.

So small an I as an attention beggar.
The letter you will find me subscript to
Is neither alpha, eta, nor omega,
But upsilon which is the Greek for you. "
50,Leaves Compared with Flowers,"A tree's leaves may be ever so good,
So may its bar, so may its wood;
But unless you put the right thing to its root
It never will show much flower or fruit.

But I may be one who does not care
Ever to have tree bloom or bear.
Leaves for smooth and bark for rough,
Leaves and bark may be tree enough.

Some giant trees have bloom so small
They might as well have none at all.
Late in life I have come on fern.
Now lichens are due to have their turn.

I bade men tell me which in brief,
Which is fairer, flower or leaf.
They did not have the wit to say,
Leaves by night and flowers by day.

Leaves and bar, leaves and bark,
To lean against and hear in the dark.
Petals I may have once pursued.
Leaves are all my darker mood."
51,Love And A Question,"A stranger came to the door at eve,
And he spoke the bridegroom fair.
He bore a green-white stick in his hand,
And, for all burden, care.
He asked with the eyes more than the lips
For a shelter for the night,
And he turned and looked at the road afar
Without a window light.

The bridegroom came forth into the porch
With, 'Let us look at the sky,
And question what of the night to be,
Stranger, you and I.'
The woodbine leaves littered the yard,
The woodbine berries were blue,
Autumn, yes, winter was in the wind;
'Stranger, I wish I knew.'

Within, the bride in the dusk alone
Bent over the open fire,
Her face rose-red with the glowing coal
And the thought of the heart's desire.

The bridegroom looked at the weary road,
Yet saw but her within,
And wished her heart in a case of gold
And pinned with a silver pin.

The bridegroom thought it little to give
A dole of bread, a purse,
A heartfelt prayer for the poor of God,
Or for the rich a curse;

But whether or not a man was asked
To mar the love of two
By harboring woe in the bridal house,
The bridegroom wished he knew."
52,Meeting And Passing,"As I went down the hill along the wall
There was a gate I had leaned at for the view
And had just turned from when I first saw you
As you came up the hill. We met. But all
We did that day was mingle great and small
Footprints in summer dust as if we drew
The figure of our being less that two
But more than one as yet. Your parasol
Pointed the decimal off with one deep thrust.
And all the time we talked you seemed to see
Something down there to smile at in the dust.
(Oh, it was without prejudice to me!)
Afterward I went past what you had passed
Before we met and you what I had passed."
53,Mending Wall,"Something there is that doesn't love a wall,
That sends the frozen-ground-swell under it,
And spills the upper boulders in the sun;
And makes gaps even two can pass abreast.
The work of hunters is another thing:
I have come after them and made repair
Where they have left not one stone on a stone,
But they would have the rabbit out of hiding,
To please the yelping dogs. The gaps I mean,
No one has seen them made or heard them made,
But at spring mending-time we find them there.
I let my neighbor know beyond the hill;
And on a day we meet to walk the line
And set the wall between us once again.
We keep the wall between us as we go.
To each the boulders that have fallen to each.
And some are loaves and some so nearly balls
We have to use a spell to make them balance:
""Stay where you are until our backs are turned!""
We wear our fingers rough with handling them.
Oh, just another kind of out-door game,
One on a side. It comes to little more:
There where it is we do not need the wall:
He is all pine and I am apple orchard.
My apple trees will never get across
And eat the cones under his pines, I tell him.
He only says, ""Good fences make good neighbors.""
Spring is the mischief in me, and I wonder
If I could put a notion in his head:
""Why do they make good neighbors? Isn't it
Where there are cows? But here there are no cows.
Before I built a wall I'd ask to know
What I was walling in or walling out,
And to whom I was like to give offence.
Something there is that doesn't love a wall,
That wants it down."" I could say ""Elves"" to him,
But it's not elves exactly, and I'd rather
He said it for himself. I see him there
Bringing a stone grasped firmly by the top
In each hand, like an old-stone savage armed.
He moves in darkness as it seems to me,
Not of woods only and the shade of trees.
He will not go behind his father's saying,
And he likes having thought of it so well
He says again, ""Good fences make good neighbors."""
54,Mowing,"There was never a sound beside the wood but one,
And that was my long scythe whispering to the ground.
What was it it whispered? I knew not well myself;
Perhaps it was something about the heat of the sun,
Something, perhaps, about the lack of sound--
And that was why it whispered and did not speak.
It was no dream of the gift of idle hours,
Or easy gold at the hand of fay or elf:
Anything more than the truth would have seemed too weak
To the earnest love that laid the swale in rows,
Not without feeble-pointed spikes of flowers
(Pale orchises), and scared a bright green snake.
The fact is the sweetest dream that labour knows.
My long scythe whispered and left the hay to make."
55,My Butterfly,"Thine emulous fond flowers are dead, too,
And the daft sun-assaulter, he
That frightened thee so oft, is fled or dead:
Save only me
(Nor is it sad to thee!)
Save only me
There is none left to mourn thee in the fields.

The gray grass is scarce dappled with the snow;
Its two banks have not shut upon the river;
But it is long ago--
It seems forever--
Since first I saw thee glance,
With all thy dazzling other ones,
In airy dalliance,
Precipitate in love,
Tossed, tangled, whirled and whirled above,
Like a limp rose-wreath in a fairy dance.

When that was, the soft mist
Of my regret hung not on all the land,
And I was glad for thee,
And glad for me, I wist.

Thou didst not know, who tottered, wandering on high,
That fate had made thee for the pleasure of the wind,
With those great careless wings,
Nor yet did I.

And there were other things:
It seemed God let thee flutter from his gentle clasp:
Then fearful he had let thee win
Too far beyond him to be gathered in,
Santched thee, o'ereager, with ungentle gasp.

Ah! I remember me
How once conspiracy was rife
Against my life--
The languor of it and the dreaming fond;
Surging, the grasses dizzied me of thought,
The breeze three odors brought,
And a gem-flower waved in a wand!

Then when I was distraught
And could not speak,
Sidelong, full on my cheek,
What should that reckless zephyr fling
But the wild touch of thy dye-dusty wing!

I found that wing broken today!
For thou art dead, I said,
And the strange birds say.
I found it with the withered leaves
Under the eaves."
56,My November Guest,"My Sorrow, when she's here with me,
Thinks these dark days of autumn rain
Are beautiful as days can be;
She loves the bare, the withered tree;
She walks the sodden pasture lane.

Her pleasure will not let me stay.
She talks and I am fain to list:
She's glad the birds are gone away,
She's glad her simple worsted grey
Is silver now with clinging mist.

The desolate, deserted trees,
The faded earth, the heavy sky,
The beauties she so truly sees,
She thinks I have no eye for these,
And vexes me for reason why.

Not yesterday I learned to know
The love of bare November days
Before the coming of the snow,
But it were vain to tell her so,
And they are better for her praise"
57,Neither Out Far Nor In Deep,"The people along the sand
All turn and look one way.
They turn their back on the land.
They look at the sea all day.

As long as it takes to pass
A ship keeps raising its hull;
The wetter ground like glass
Reflects a standing gull

The land may vary more;
But wherever the truth may be--
The water comes ashore,
And the people look at the sea.

They cannot look out far.
They cannot look in deep.
Btu when was that ever a bar
To any watch they keep?"
58,Never Again Would Bird's Song Be the Same,"He would declare and could himself believe
That the birds there in all the garden round
From having heard the daylong voice of Eve
Had added to their own an oversound,
Her tone of meaning but without the words.
Admittedly an eloquence so soft
Could only have had an influence on birds
When call or laughter carried it aloft.
Be that as may be, she was in their song.
Moreover her voice upon their voices crossed
Had now persisted in the woods so long
That probably it never would be lost.
Never again would birds' song be the same.
And to do that to birds was why she came."
59,Not to Keep,"They sent him back to her. The letter came
Saying... And she could have him. And before
She could be sure there was no hidden ill
Under the formal writing, he was in her sight,
Living. They gave him back to her alive
How else? They are not known to send the dead
And not disfigured visibly. His face?
His hands? She had to look, and ask,
""What was it, dear?"" And she had given all
And still she had all they had they the lucky!
Wasn’t she glad now? Everything seemed won,
And all the rest for them permissible ease.
She had to ask, ""What was it, dear?""

""Enough,""
Yet not enough. A bullet through and through,
High in the breast. Nothing but what good care
And medicine and rest, and you a week,
Can cure me of to go again."" The same
Grim giving to do over for them both.
She dared no more than ask him with her eyes
How was it with him for a second trial.
And with his eyes he asked her not to ask.
They had given him back to her, but not to keep."
60,Nothing Gold can Stay,"Nature's first green is gold,
Her hardest hue to hold.

Her early leaf's a flower;
But only so an hour.

Then leaf subsides to leaf.
So Eden sank to grief,

So dawn goes down to day.
Nothing gold can stay."
61,Now Close The Windows,"Now close the windows and hush all the fields:
If the trees must, let them silently toss;
No bird is singing now, and if there is,
Be it my loss.

It will be long ere the marshes resume,
I will be long ere the earliest bird:
So close the windows and not hear the wind,
But see all wind-stirred."
