,title,text
21,Extempore Effusion upon the Death of James Hogg,".  When first, descending from the moorlands,
   I saw the Stream of Yarrow glide
   Along a bare and open valley,
   The Ettrick Shepherd was my guide.
   When last along its banks I wandered,
   Through groves that had begun to shed
   Their golden leaves upon the pathways,
   My steps the Border-minstrel led.
   The mighty Minstrel breathes no longer,
  'Mid mouldering ruins low he lies;
  And death upon the braes of Yarrow,
  Has closed the Shepherd-poet's eyes:

  Nor has the rolling year twice measured,
  From sign to sign, its stedfast course,
  Since every mortal power of Coleridge
  Was frozen at its marvellous source;

  The rapt One, of the godlike forehead,
  The heaven-eyed creature sleeps in earth:
  And Lamb, the frolic and the gentle,
  Has vanished from his lonely hearth.

  Like clouds that rake the mountain-summits,
  Or waves that own no curbing hand,
  How fast has brother followed brother,
  From sunshine to the sunless land!

  Yet I, whose lids from infant slumber
  Were earlier raised, remain to hear
  A timid voice, that asks in whispers,
  ""Who next will drop and disappear?""

  Our haughty life is crowned with darkness,
  Like London with its own black wreath,
  On which with thee, O Crabbe! forth-looking,
  I gazed from Hampstead's breezy heath.

  As if but yesterday departed,
  Thou too art gone before; but why,
  O'er ripe fruit, seasonably gathered,
  Should frail survivors heave a sigh?

  Mourn rather for that holy Spirit,
  Sweet as the spring, as ocean deep;
  For Her who, ere her summer faded,
  Has sunk into a breathless sleep.

  No more of old romantic sorrows,
  For slaughtered Youth or love-lorn Maid!
  With sharper grief is Yarrow smitten,
  And Ettrick mourns with her their Poet dead."
22,Foresight,"That is work of waste and ruin--
Do as Charles and I are doing!
Strawberry-blossoms, one and all,
We must spare them--here are many:
Look at it--the flower is small,
Small and low, though fair as any:
Do not touch it! summers two
I am older, Anne, than you.

Pull the primrose, sister Anne!
Pull as many as you can.
--Here are daisies, take your fill;
Pansies, and the cuckoo-flower:
Of the lofty daffodil
Make your bed, or make your bower;
Fill your lap, and fill your bosom;
Only spare the strawberry-blossom!

Primroses, the Spring may love them--
Summer knows but little of them:
Violets, a barren kind,
Withered on the ground must lie;
Daisies leave no fruit behind
When the pretty flowerets die;
Pluck them, and another year
As many will be blowing here.

God has given a kindlier power
To the favoured strawberry-flower.
Hither soon as spring is fled
You and Charles and I will walk;
Lurking berries, ripe and red,
Then will hang on every stalk,
Each within its leafy bower;
And for that promise spare the flower!"
23,I Know an Old Man Constrained to Dwell,"I know an aged Man constrained to dwell
In a large house of public charity,
Where he abides, as in a Prisoner's cell,
With numbers near, alas! no company.

When he could creep about, at will, though poor
And forced to live on alms, this old Man fed
A Redbreast, one that to his cottage door
Came not, but in a lane partook his bread.

There, at the root of one particular tree,
An easy seat this worn-out Labourer found
While Robin pecked the crumbs upon his knee
Laid one by one, or scattered on the ground.

Dear intercourse was theirs, day after day;
What signs of mutual gladness when they met!
Think of their common peace, their simple play,
The parting moment and its fond regret.

Months passed in love that failed not to fulfil,
In spite of season's change, its own demand,
By fluttering pinions here and busy bill;
There by caresses from a tremulous hand.

Thus in the chosen spot a tie so strong
Was formed between the solitary pair,
That when his fate had housed him 'mid a throng
The Captive shunned all converse proffered there.

Wife, children, kindred, they were dead and gone;
But, if no evil hap his wishes crossed,
One living Stay was left, and on that one
Some recompence for all that he had lost.

Oh that the good old Man had power to prove,
By message sent through air or visible token,
That still he loves the Bird, and still must love;
That friendship lasts though fellowship is broken!"
24,Influence of Natural Objects,"In Calling Forth and Strengthening the Imagination
in Boyhood and Early Youth

Wisdom and Spirit of the Universe!
Thou Soul, that art the Eternity of thought!
And giv'st to forms and images a breath
And everlasting motion! not in vain,
By day or star-light, thus from my first dawn
Of childhood didst thou intertwine for me
The passions that build up our human soul,
Not with the mean and vulgar works of man,
But with high objects, with enduring things,
With life and nature; purifying thus
The elements of feeling and of thought,
And sanctifying by such discipline
Both pain and fear, -until we recognize
A grandeur in the beatings of the heart.
Nor was this fellowship vouchsafed to me
With stinted kindness. In November days,
When vapours rolling down the valleys made
A lonely scene more lonesome; among woods
At noon; and mid the calm of summer nights,
When, by the margin of the trembling Lake,
Beneath the gloomy hills, I homeward went
In solitude, such intercourse was mine:
'Twas mine among the fields both day and night,
And by the waters, all the summer long.
And in the frosty season, when the sun
Was set, and, visible for many a mile,
The cottage windows through the twilight blazed,
I heeded not the summons: -happy time
It was indeed for all of us; for me
It was a time of rapture! -Clear and loud
The village clock tolled six -I wheeled about,
Proud and exulting like an untired horse
That cares not for his home. -All shod with steel
We hissed along the polished ice, in games
Confederate, imitative of the chase
And woodland pleasures, -the resounding horn,
The pack loud-bellowing, and the hunted hare.
So through the darkness and the cold we flew,
And not a voice was idle: with the din
Meanwhile the precipices rang aloud;
The leafless trees and every icy crag
Tinkled like iron; while the distant hills
Into the tumult sent an alien sound
Of melancholy, not unnoticed, while the stars,
Eastward, were sparkling clear, and in the west
The orange sky of evening died away.

Not seldom from the uproar I retired
Into a silent bay, -or sportively
Glanced sideway, leaving the tumultuous throng,
To cut across the reflex of a Star;
Image that, flying still before me, gleamed
Upon the glassy plain: and oftentimes,
When we had given our bodies to the wind,
And all the shadowy banks on either side
Came sweeping through the darkness, spinning still
The rapid line of motion, then at once
Have I, reclining back upon my heels,
Stopped short; yet still the solitary cliffs
Wheeled by me -even as if the earth had rolled
With visible motion her diurnal round!
Behind me did they stretch in solemn train,
Feebler and feebler, and I stood and watched
Till all was tranquil as a summer sea."
25,Inscriptions Written with a Slate Pencil upon a Stone,"Stranger! this hillock of mis-shapen stones
Is not a Ruin spared or made by time,
Nor, as perchance thou rashly deem'st, the Cairn
Of some old British Chief: 'tis nothing more
Than the rude embryo of a little Dome
Or Pleasure-house, once destined to be built
Among the birch-trees of this rocky isle.
But, as it chanced, Sir William having learned
That from the shore a full-grown man might wade,
And make himself a freeman of this spot
At any hour he chose, the prudent Knight
Desisted, and the quarry and the mound
Are monuments of his unfinished task.
The block on which these lines are traced, perhaps,
Was once selected as the corner-stone
Of that intended Pile, which would have been
Some quaint odd plaything of elaborate skill,
So that, I guess, the linnet and the thrush,
And other little builders who dwell here,
Had wondered at the work. But blame him not,
For old Sir William was a gentle Knight,
Bled in this vale, to which he appertained
With all his ancestry. Then peace to him,
And for the outrage which he had devised
Entire forgiveness!--But if thou art one
On fire with thy impatience to become
An inmate of these mountains,--if, disturbed
By beautiful conceptions, thou hast hewn
Out of the quiet rock the elements
Of thy trim Mansion destined soon to blaze
In snow-white splendour,--think again; and, taught
By old Sir William and his quarry, leave
Thy fragments to the bramble and the rose;
There let the vernal slow-worm sun himself,
And let the redbreast hop from stone to stone."
26,"Inside of King's College Chapel, Cambridge",".   Tax not the royal Saint with vain expense,
   With ill-matched aims the Architect who planned--
   Albeit labouring for a scanty band
   Of white-robed Scholars only--this immense
   And glorious Work of fine intelligence!
   Give all thou canst; high Heaven rejects the lore
   Of nicely-calculated less or more;
   So deemed the man who fashioned for the sense
   These lofty pillars, spread that branching roof
  Self-poised, and scooped into ten thousand cells,
  Where light and shade repose, where music dwells
  Lingering--and wandering on as loth to die;
  Like thoughts whose very sweetness yieldeth proof
  That they were born for immortality."
27,It Is a Beauteous Evening,"It is a beauteous evening, calm and free,
The holy time is quiet as a nun
Breathless with adoration; the broad sun
Is sinking down in its tranquility;
The gentleness of heaven broods o'er the sea:
Listen! the mighty Being is awake,
And doth with his eternal motion make
A sound like thunder - everlastingly.
Dear Child! dear Girl! that walkest with me here,
If thou appear untouched by solemn thought,
Thy nature is not therefore less divine:
Thou liest in Abraham's bosom all the year,
And worship'st at the Temple's inner shrine,
God being with thee when we know it not."
28,It is not to be Thought of,".   It is not to be thought of that the Flood
   Of British freedom, which, to the open sea
   Of the world's praise, from dark antiquity
   Hath flowed, ""with pomp of waters, unwithstood,""
   Roused though it be full often to a mood
   Which spurns the check of salutary bands,
   That this most famous Stream in bogs and sands
   Should perish; and to evil and to good
   Be lost for ever. In our halls is hung
  Armoury of the invincible Knights of old:
  We must be free or die, who speak the tongue
  That Shakespeare spake; the faith and morals hold
  Which Milton held.--In every thing we are sprung
  Of Earth's first blood, have titles manifold."
29,It was an April morning: fresh and clear,"It was an April morning: fresh and clear
The Rivulet, delighting in its strength,
Ran with a young man's speed; and yet the voice
Of waters which the winter had supplied
Was softened down into a vernal tone.
The spirit of enjoyment and desire,
And hopes and wishes, from all living things
Went circling, like a multitude of sounds.
The budding groves seemed eager to urge on
The steps of June; as if their various hues
Were only hindrances that stood between
Them and their object: but, meanwhile, prevailed
Such an entire contentment in the air
That every naked ash, and tardy tree
Yet leafless, showed as if the countenance
With which it looked on this delightful day
Were native to the summer.--Up the brook
I roamed in the confusion of my heart,
Alive to all things and forgetting all.
At length I to a sudden turning came
In this continuous glen, where down a rock
The Stream, so ardent in its course before,
Sent forth such sallies of glad sound, that all
Which I till then had heard, appeared the voice
Of common pleasure: beast and bird, the lamb,
The shepherd's dog, the linnet and the thrush
Vied with this waterfall, and made a song,
Which, while I listened, seemed like the wild growth
Or like some natural produce of the air,
That could not cease to be. Green leaves were here;
But 'twas the foliage of the rocks--the birch,
The yew, the holly, and the bright green thorn,
With hanging islands of resplendent furze:
And, on a summit, distant a short space,
By any who should look beyond the dell,
A single mountain-cottage might be seen.
I gazed and gazed, and to myself I said,
""Our thoughts at least are ours; and this wild nook,
My EMMA, I will dedicate to thee.""
----Soon did the spot become my other home,
My dwelling, and my out-of-doors abode.
And, of the Shepherds who have seen me there,
To whom I sometimes in our idle talk
Have told this fancy, two or three, perhaps,
Years after we are gone and in our graves,
When they have cause to speak of this wild place,
May call it by the name of EMMA'S DELL."
30,Lament Of Mary Queen Of Scots,"SMILE of the Moon!---for I so name
That silent greeting from above;
A gentle flash of light that came
From her whom drooping captives love;
Or art thou of still higher birth?
Thou that didst part the clouds of earth,
My torpor to reprove!

Bright boon of pitying Heaven!---alas,
I may not trust thy placid cheer!
Pondering that Time tonight will pass
The threshold of another year;
For years to me are sad and dull;
My very moments are too full
Of hopelessness and fear.

And yet, the soul-awakening gleam,
That struck perchance the farthest cone
Of Scotland's rocky wilds, did seem
To visit me, and me alone;
Me, unapproached by any friend,
Save those who to my sorrow lend
Tears due unto their own.

To night the church-tower bells will ring
Through these wide realms a festire peal;
To the new year a welcoming;
A tuneful offering for the weal
Of happy millions lulled in deep;
While I am forced to watch and weep,
By wounds that may not heal.

Born all too high, by wedlock raised
Still higherÑto be cast thus low!
Would that mine eyes had never gazed
On aught of more ambitious show
Than the sweet flowerets of the fields
---It is my royal state that yields
This bitterness of woe.

Yet how?---for I, if there be truth
In the world's voice, was passing fair;
And beauty, for confiding youth,
Those shocks of passion can prepare
That kill the bloom before its time;
And blanch, without the owner's crime,
The most resplendent hair.

Unblest distinction! showered on me
To bind a lingering life in chains:
All that could quit my grasp, or flee,
Is gone;---but not the subtle stains
Fixed in the spirit; for even here
Can I be proud that jealous fear
Of what I was remains.

A Woman rules my prison's key;
A sister Queen, against the bent
O£ law and holiest sympathy,
Detains me, doubtful of the event;
Great God, who feel'st for my distress,
My thoughts are all that I possess,
O keep them innocent!

Farewell desire of human aid,
Which abject mortals vainly court!
By friends deceived, by foes betrayed,
Of fears the prey, of hopes the sport;
Nought but the world-redeeming Cross
Is able to support my loss,
My burthen to support.

Hark! the death-note of the year
Sounded by the castle-clock!
From her sunk eyes a stagnant tear
Stole forth, unsettled by the shock;
But oft the woods renewed their green,
Ere the tired head of Scotland's Queen
Reposed upon the block!"
31,Laodamia,".  ""With sacrifice before the rising morn
   Vows have I made by fruitless hope inspired;
   And from the infernal Gods, 'mid shades forlorn
   Of night, my slaughtered Lord have I required:
   Celestial pity I again implore;--
   Restore him to my sight--great Jove, restore!""
   So speaking, and by fervent love endowed
   With faith, the Suppliant heavenward lifts her hands;
   While, like the sun emerging from a cloud,
  Her countenance brightens--and her eye expands;
  Her bosom heaves and spreads, her stature grows;
  As she expects the issue in repose.

  O terror! what hath she perceived?--O joy!
  What doth she look on?--whom doth she behold?
  Her Hero slain upon the beach of Troy?
  His vital presence? his corporeal mould?
  It is--if sense deceive her not--'tis He!
  And a God leads him, wingèd Mercury!

  Mild Hermes spake--and touched her with his wand
  That calms all fear; ""Such grace hath crowned thy prayer,
  Laodamía! that at Jove's command
  Thy husband walks the paths of upper air:
  He comes to tarry with thee three hours' space;
  Accept the gift, behold him face to face!""

  Forth sprang the impassioned Queen her Lord to clasp;
  Again that consummation she essayed;
  But unsubstantial Form eludes her grasp
  As often as that eager grasp was made.
  The Phantom parts--but parts to re-unite,
  And re-assume his place before her sight.

  ""Protesiláus, lo! thy guide is gone!
  Confirm, I pray, the vision with thy voice:
  This is our palace,--yonder is thy throne;
  Speak, and the floor thou tread'st on will rejoice.
  Not to appal me have the gods bestowed
  This precious boon; and blest a sad abode.""

  ""Great Jove, Laodamía! doth not leave
  His gifts imperfect:--Spectre though I be,
  I am not sent to scare thee or deceive;
  But in reward of thy fidelity.
  And something also did my worth obtain;
  For fearless virtue bringeth boundless gain.

  ""Thou knowest, the Delphic oracle foretold
  That the first Greek who touched the Trojan strand
  Should die; but me the threat could not withhold:
  A generous cause a victim did demand;
  And forth I leapt upon the sandy plain;
  A self-devoted chief--by Hector slain.""

  ""Supreme of Heroes--bravest, noblest, best!
  Thy matchless courage I bewail no more,
  Which then, when tens of thousands were deprest
  By doubt, propelled thee to the fatal shore;
  Thou found'st--and I forgive thee--here thou art--
  A nobler counsellor than my poor heart.

  ""But thou, though capable of sternest deed,
  Wert kind as resolute, and good as brave;
  And he, whose power restores thee, hath decreed
  Thou should'st elude the malice of the grave:
  Redundant are thy locks, thy lips as fair
   As when their breath enriched Thessalian air.

  ""No spectre greets me,--no vain Shadow this;
  Come, blooming Hero, place thee by my side!
  Give, on this well-known couch, one nuptial kiss
  To me, this day a second time thy bride!""
  Jove frowned in heaven: the conscious Parcæ threw
  Upon those roseate lips a Stygian hue.

  ""This visage tells thee that my doom is past:
  Nor should the change be mourned, even if the joys
  Of sense were able to return as fast
  And surely as they vanish. Earth destroys
  Those raptures duly---Erebus disdains:
  Calm pleasures there abide--majestic pains.

  ""Be taught, O faithful Consort, to control
  Rebellious passion: for the Gods approve
  The depth, and not the tumult, of the soul;
  A fervent, not ungovernable love.
  Thy transports moderate; and meekly mourn
  When I depart, for brief is my sojourn--""

  ""Ah wherefore?--Did not Hercules by force
  Wrest from the guardian monster of the tomb
  Alcestis, a reanimated corse,
  Given back to dwell on earth in vernal bloom?
  Medea's spells dispersed the weight of years,
  And Æson stood a youth 'mid youthful peers.

  ""The Gods to us are merciful--and they
  Yet further may relent: for mightier far
  Than strength of nerve and sinew, or the sway
  Of magic potent over sun and star,
  Is love, though oft to agony distrest,
  And though his favourite seat be feeble woman's breast.

  ""But if thou goest, I follow--"" ""Peace!"" he said,--
  She looked upon him and was calmed and cheered;
  The ghastly colour from his lips had fled;
  In his deportment, shape, and mien, appeared
  Elysian beauty, melancholy grace,
  Brought from a pensive though a happy place.

  He spake of love, such love as Spirits feel
  In worlds whose course is equable and pure;
  No fears to beat away--no strife to heal--
 The past unsighed for, and the future sure;
 Spake of heroic arts in graver mood
 Revived, with finer harmony pursued;


 Of all that is most beauteous--imaged there
 In happier beauty; more pellucid streams,
 An ampler ether, a diviner air,
 And fields invested with purpureal gleams;
 Climes which the sun, who sheds the brightest day
 Earth knows, is all unworthy to survey.


 Yet there the Soul shall enter which hath earned
 That privilege by virtue.--""Ill,"" said he,
 ""The end of man's existence I discerned,
 Who from ignoble games and revelry
 Could draw, when we had parted, vain delight,
 While tears were thy best pastime, day and night;


 ""And while my youthful peers before my eyes
 (Each hero following his peculiar bent)
 Prepared themselves for glorious enterprise
 By martial sports,--or, seated in the tent,
 Chieftains and kings in council were detained;
 What time the fleet at Aulis lay enchained.


 ""The wished-for wind was given:--I then revolved
 The oracle, upon the silent sea;
 And, if no worthier led the way, resolved
 That, of a thousand vessels, mine should be
 The foremost prow in pressing to the strand,--
 Mine the first blood that tinged the Trojan sand.


 ""Yet bitter, oft-times bitter, was the pang
 When of thy loss I thought, belovèd Wife!
 On thee too fondly did my memory hang,
 And on the joys we shared in mortal life,--
 The paths which we had trod--these fountains, flowers:
 My new-planned cities, and unfinished towers.


 ""But should suspense permit the Foe to cry,
 'Behold they tremble!--haughty their array,
 Yet of their numbers no one dares to die?'
 In soul I swept the indignity away:
 Old frailties then recurred:--but lofty thought,
 In act embodied, my deliverance wrought.


 ""And Thou, though strong in love, art all too weak
 In reason, in self-government too slow;
 I counsel thee by fortitude to seek
 Our blest re-union in the shades below.
 The invisible world with thee hath sympathised;
 Be thy affections raised and solemnised.


 ""Learn, by a mortal yearning, to ascend--
 Seeking a higher object. Love was given,
 Encouraged, sanctioned, chiefly for that end;
 For this the passion to excess was driven--
 That self might be annulled: her bondage prove
 The fetters of a dream opposed to love.--


 Aloud she shrieked! for Hermes re-appears!
 Round the dear Shade she would have clung--'tis vain:
 The hours are past--too brief had they been years;
 And him no mortal effort can detain:
 Swift, toward the realms that know not earthly day,
 He through the portal takes his silent way,
 And on the palace-floor a lifeless corse She lay.


 Thus, all in vain exhorted and reproved,
 She perished; and, as for a wilful crime,
 By the just Gods whom no weak pity moved,
 Was doomed to wear out her appointed time,
 Apart from happy Ghosts, that gather flowers
 Of blissful quiet 'mid unfading bowers.


 --Yet tears to human suffering are due;
 And mortal hopes defeated and o'erthrown
 Are mourned by man, and not by man alone,
 As fondly he believes.--Upon the side
 Of Hellespont (such faith was entertained)
 A knot of spiry trees for ages grew
 From out the tomb of him for whom she died;
 And ever, when such stature they had gained
 That Ilium's walls were subject to their view,
 The trees' tall summits withered at the sight;
 A constant interchange of growth and blight!"
32,Lines Composed a Few Miles above Tintern Abbey,"Five years have past; five summers, with the length
Of five long winters! and again I hear
These waters, rolling from their mountain-springs
With a soft inland murmur.--Once again
Do I behold these steep and lofty cliffs,
That on a wild secluded scene impress
Thoughts of more deep seclusion; and connect
The landscape with the quiet of the sky.
The day is come when I again repose
Here, under this dark sycamore, and view
These plots of cottage-ground, these orchard-tufts,
Which at this season, with their unripe fruits,
Are clad in one green hue, and lose themselves
'Mid groves and copses. Once again I see
These hedge-rows, hardly hedge-rows, little lines
Of sportive wood run wild: these pastoral farms,
Green to the very door; and wreaths of smoke
Sent up, in silence, from among the trees!
With some uncertain notice, as might seem
Of vagrant dwellers in the houseless woods,
Or of some Hermit's cave, where by his fire
The Hermit sits alone. These beauteous forms,
Through a long absence, have not been to me
As is a landscape to a blind man's eye:
But oft, in lonely rooms, and 'mid the din
Of towns and cities, I have owed to them
In hours of weariness, sensations sweet,
Felt in the blood, and felt along the heart;
And passing even into my purer mind,
With tranquil restoration:--feelings too
Of unremembered pleasure: such, perhaps,
As have no slight or trivial influence
On that best portion of a good man's life,
His little, nameless, unremembered, acts
Of kindness and of love. Nor less, I trust,
To them I may have owed another gift,
Of aspect more sublime; that blessed mood,
In which the burthen of the mystery,
In which the heavy and the weary weight
Of all this unintelligible world,
Is lightened:--that serene and blessed mood,
In which the affections gently lead us on,--
Until, the breath of this corporeal frame
And even the motion of our human blood
Almost suspended, we are laid asleep
In body, and become a living soul:
While with an eye made quiet by the power
Of harmony, and the deep power of joy,
We see into the life of things. If this
Be but a vain belief, yet, oh! how oft--
In darkness and amid the many shapes
Of joyless daylight; when the fretful stir
Unprofitable, and the fever of the world,
Have hung upon the beatings of my heart--
How oft, in spirit, have I turned to thee,
O sylvan Wye! thou wanderer thro' the woods,
How often has my spirit turned to thee!
And now, with gleams of half-extinguished thought,
With many recognitions dim and faint,
And somewhat of a sad perplexity,
The picture of the mind revives again:
While here I stand, not only with the sense
Of present pleasure, but with pleasing thoughts
That in this moment there is life and food
For future years. And so I dare to hope,
Though changed, no doubt, from what I was when first
I came among these hills; when like a roe
I bounded o'er the mountains, by the sides
Of the deep rivers, and the lonely streams,
Wherever nature led: more like a man
Flying from something that he dreads, than one
Who sought the thing he loved. For nature then
(The coarser pleasures of my boyish days,
And their glad animal movements all gone by)
To me was all in all.--I cannot paint
What then I was. The sounding cataract
Haunted me like a passion: the tall rock,
The mountain, and the deep and gloomy wood,
Their colours and their forms, were then to me
An appetite; a feeling and a love,
That had no need of a remoter charm,
By thought supplied, nor any interest
Unborrowed from the eye.--That time is past,
And all its aching joys are now no more,
And all its dizzy raptures. Not for this
Faint I, nor mourn nor murmur, other gifts
Have followed; for such loss, I would believe,
Abundant recompence. For I have learned
To look on nature, not as in the hour
Of thoughtless youth; but hearing oftentimes
The still, sad music of humanity,
Nor harsh nor grating, though of ample power
To chasten and subdue. And I have felt
A presence that disturbs me with the joy
Of elevated thoughts; a sense sublime
Of something far more deeply interfused,
Whose dwelling is the light of setting suns,
And the round ocean and the living air,
And the blue sky, and in the mind of man;
A motion and a spirit, that impels
All thinking things, all objects of all thought,
And rolls through all things. Therefore am I still
A lover of the meadows and the woods,
And mountains; and of all that we behold
From this green earth; of all the mighty world
Of eye, and ear,--both what they half create,
And what perceive; well pleased to recognise
In nature and the language of the sense,
The anchor of my purest thoughts, the nurse,
The guide, the guardian of my heart, and soul
Of all my moral being. Nor perchance,
If I were not thus taught, should I the more
Suffer my genial spirits to decay:
For thou art with me here upon the banks
Of this fair river; thou my dearest Friend,
My dear, dear Friend; and in thy voice I catch
The language of my former heart, and read
My former pleasures in the shooting lights
Of thy wild eyes. Oh! yet a little while
May I behold in thee what I was once,
My dear, dear Sister! and this prayer I make,
Knowing that Nature never did betray
The heart that loved her; 'tis her privilege,
Through all the years of this our life, to lead
From joy to joy: for she can so inform
The mind that is within us, so impress
With quietness and beauty, and so feed
With lofty thoughts, that neither evil tongues,
Rash judgments, nor the sneers of selfish men,
Nor greetings where no kindness is, nor all
The dreary intercourse of daily life,
Shall e'er prevail against us, or disturb
Our cheerful faith, that all which we behold
Is full of blessings. Therefore let the moon
Shine on thee in thy solitary walk;
And let the misty mountain-winds be free
To blow against thee: and, in after years,
When these wild ecstasies shall be matured
Into a sober pleasure; when thy mind
Shall be a mansion for all lovely forms,
Thy memory be as a dwelling-place
For all sweet sounds and harmonies; oh! then,
If solitude, or fear, or pain, or grief,
Should be thy portion, with what healing thoughts
Of tender joy wilt thou remember me,
And these my exhortations! Nor, perchance--
If I should be where I no more can hear
Thy voice, nor catch from thy wild eyes these gleams
Of past existence--wilt thou then forget
That on the banks of this delightful stream
We stood together; and that I, so long
A worshipper of Nature, hither came
Unwearied in that service: rather say
With warmer love--oh! with far deeper zeal
Of holier love. Nor wilt thou then forget,
That after many wanderings, many years
Of absence, these steep woods and lofty cliffs,
And this green pastoral landscape, were to me
More dear, both for themselves and for thy sake!"
33,Lines Written In Early Spring,"I HEARD a thousand blended notes,
While in a grove I sate reclined,
In that sweet mood when pleasant thoughts
Bring sad thoughts to the mind.

To her fair works did Nature link
The human soul that through me ran;
And much it grieved my heart to think
What man has made of man.

Through primrose tufts, in that green bower,
The periwinkle trailed its wreaths;
And 'tis my faith that every flower
Enjoys the air it breathes.

The birds around me hopped and played,
Their thoughts I cannot measure:---
But the least motion which they made,
It seemed a thrill of pleasure.

The budding twigs spread out their fan,
To catch the breezy air;
And I must think, do all I can,
That there was pleasure there.

If this belief from heaven be sent,
If such be Nature's holy plan,
Have I not reason to lament
What man has made of man?"
34,"London, 1802","Milton! thou shouldst be living at this hour:
England hath need of thee: she is a fen
Of stagnant waters: altar, sword, and pen,
Fireside, the heroic wealth of hall and bower,
Have forfeited their ancient English dower
Of inward happiness. We are selfish men;
Oh! raise us up, return to us again;
And give us manners, virtue, freedom, power.
Thy soul was like a Star, and dwelt apart:
Thou hadst a voice whose sound was like the sea:
Pure as the naked heavens, majestic, free,
So didst thou travel on life's common way,
In cheerful godliness; and yet the heart
The lowliest duties on herself did lay."
35,Lucy Gray,"Oft I had heard of Lucy Gray,
And when I cross'd the Wild,
I chanc'd to see at break of day
The solitary Child.

No Mate, no comrade Lucy knew;
She dwelt on a wild Moor,
The sweetest Thing that ever grew
Beside a human door!

You yet may spy the Fawn at play,
The Hare upon the Green;
But the sweet face of Lucy Gray
Will never more be seen.

""To-night will be a stormy night,
You to the Town must go,
And take a lantern, Child, to light
Your Mother thro' the snow.""

""That, Father! will I gladly do;
'Tis scarcely afternoon--
The Minster-clock has just struck two,
And yonder is the Moon.""

At this the Father rais'd his hook
And snapp'd a faggot-band;
He plied his work, and Lucy took
The lantern in her hand.

Not blither is the mountain roe,
With many a wanton stroke
Her feet disperse, the powd'ry snow
That rises up like smoke.

The storm came on before its time,
She wander'd up and down,
And many a hill did Lucy climb
But never reach'd the Town.

The wretched Parents all that night
Went shouting far and wide;
But there was neither sound nor sight
To serve them for a guide.

At day-break on a hill they stood
That overlook'd the Moor;
And thence they saw the Bridge of Wood
A furlong from their door.

And now they homeward turn'd, and cry'd
""In Heaven we all shall meet!""
When in the snow the Mother spied
The print of Lucy's feet.

Then downward from the steep hill's edge
They track'd the footmarks small;
And through the broken hawthorn-hedge,
And by the long stone-wall;

And then an open field they cross'd,
The marks were still the same;
They track'd them on, nor ever lost,
And to the Bridge they came.

They follow'd from the snowy bank
The footmarks, one by one,
Into the middle of the plank,
And further there were none.

Yet some maintain that to this day
She is a living Child,
That you may see sweet Lucy Gray
Upon the lonesome Wild.

O'er rough and smooth she trips along,
And never looks behind;
And sings a solitary song
That whistles in the wind."
36,Lucy poems pt 1 (Strange Fits of Passion Have I Known),"Strange fits of passion have I known:
And I will dare to tell,
But in the lover's ear alone,
What once to me befell.

When she I loved looked every day
Fresh as a rose in June,
I to her cottage bent my way,
Beneath an evening-moon.

Upon the moon I fixed my eye,
All over the wide lea;
With quickening pace my horse drew nigh
Those paths so dear to me.

And now we reached the orchard-plot;
And, as we climbed the hill,
The sinking moon to Lucy's cot
Came near, and nearer still.

In one of those sweet dreams I slept,
Kind Nature's gentlest boon!
And all the while my eye I kept
On the descending moon.

My horse moved on; hoof after hoof
He raised, and never stopped:
When down behind the cottage roof,
At once, the bright moon dropped.

What fond and wayward thoughts will slide
Into a Lover's head!
""O mercy!"" to myself I cried,
""If Lucy should be dead!"""
37,Lucy poems pt 4 (She Dwelt Among Untrodden Ways),"She dwelt among the untrodden ways
    Beside the springs of Dove,
Maid whom there were none to praise
    And very few to love:

A violet by a mossy stone
    Half hidden from the eye!
---Fair as a star, when only one
    Is shining in the sky.

She lived unknown, and few could know
    When Lucy ceased to be;
But she is in her grave, and, oh,
    The difference to me!"
38,Lucy poems pt 5 (A Slumber did my Spirit Seal),"A slumber did my spirit seal;
    I had no human fears:
She seemed a thing that could not feel
    The touch of earthly years.
No motion has she now, no force;
    She neither hears nor sees;
Rolled round in earth's diurnal course,
    With rocks, and stones, and trees."
39,Lucy poems pt2 (I Travelled among Unknown Men),"I travelled among unknown men,
       In lands beyond the sea;
Nor, England! did I know till then
       What love I bore to thee.

'Tis past, that melancholy dream!
       Nor will I quit thy shore
A second time; for still I seem
       To love thee more and more.

Among thy mountains did I feel
      The joy of my desire;
And she I cherished turned her wheel
      Beside an English fire.

Thy mornings showed, thy nights concealed,
      The bowers where Lucy played;
And thine too is the last green field
      That Lucy's eyes surveyed."
